VendorNumber,VendorName,Brand,Description,Actual_Price,PurchasePrice,Volume,TotalsalesQuantity,TotalsalesDollers,TotalsalesPrice,TotalsalesExciseTax,TotalpurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,StockturnOver,SalesPurchaseRate
17035,"PERNOD RICARD USA",2017,"Redbreast Irish Whiskey",63.99,44.77,750,2682,175424.18000000005,142021.29000000295,2114.959999999951,1647558,24124091.56,123780.21999999997,-23948667.38,0.0016278637838546503,0.007271742422453319
1392,"CONSTELLATION BRANDS INC",2024,"Black Velvet Toasted Caramel",5.99,4.44,375,445,2665.54999999999,1922.7900000000027,174.21999999999935,2325892,15573917.899999999,79528.99,-15571252.349999998,0.00019132444670689783,0.00017115474841433384
3252,"E & J GALLO WINERY",2026,"Camarena Silver Tequila",18.99,14.61,750,3705,70357.94999999982,56818.07999999864,2921.8199999999424,1858260,12289608.089999998,61966.909999999996,-12219250.139999999,0.0019938006522230473,0.0057249954176528855
6213,"MHW LTD",2027,"Mayfair London Dry Gin",29.99,16.66,750,18,411.82000000000005,323.86000000000007,14.2,215201,1888333.0099999998,9621.580000000002,-1887921.1899999997,0.00008364273400216541,0.00021808653337050974
9165,"ULTRA BEVERAGE COMPANY LLP",2029,"Springbank 10 Yr Scotch",68.99,51.1,750,311,21930.89000000008,18998.310000000012,245.45999999999918,1077527,13210613.930000002,68054.70000000003,-13188683.040000001,0.00028862385814926216,0.001660096201146049
7153,"PINE STATE TRADING CO",2030,"Glen Moray 12 Yr Scotch",30.99,23.48,750,2023,62073.76999999951,50890.439999999544,1595.329999999967,424427,3129071.589999999,15884.819999999998,-3066997.8199999994,0.004766426264116091,0.019837759608433737
7153,"PINE STATE TRADING CO",2035,"Glen Moray Classic Scotch",19.99,14.28,750,2868,56156.319999999745,43128.06000000006,2261.119999999955,424427,3129071.589999999,15884.819999999998,-3072915.269999999,0.00675734578620116,0.017946639565379764
12546,"JIM BEAM BRANDS COMPANY",2036,"Jim Beam Signature Craft Ltd",36.99,29.13,750,116,4416.83999999999,3770.00999999999,91.55000000000013,2737165,24203151.05000001,123880.96999999999,-24198734.21000001,0.0000423796154049902,0.00018249028776771563
17035,"PERNOD RICARD USA",2041,"Redbreast 15 Yr Old Irish",84.99,61.14,750,739,67302.60999999978,57353.7099999997,583.0500000000029,1647558,24124091.56,123780.21999999997,-24056788.95,0.00044854263097262735,0.002789850545568058
3960,"DIAGEO NORTH AMERICA INC",2043,"I.W. Harper Bourbon",29.99,23.07,750,655,20591.450000000023,16684.68999999992,516.6400000000033,5459788,50959796.849999994,257032.07000000007,-50939205.39999999,0.00011996802806262807,0.0004040724506930609
9744,"FREDERICK WILDMAN & SONS",2047,"Sheep Dip Scotch",34.99,25.36,750,1132,39858.68000000027,33895.380000000594,893.0099999999939,70932,759449.24,3999.9299999999994,-719590.5599999997,0.01595894659674054,0.05248366566276407
9206,"PHILLIPS PRODUCTS CO.",2050,"Tomatin 18 Yr Single Malt",64.99,49.61,750,258,19502.420000000027,13843.169999999967,203.48999999999958,40054,430945.89000000013,2211.83,-411443.4700000001,0.006441304239276976,0.04525491587818606
1128,"BROWN-FORMAN CORP",2062,"Woodford Reserve Bourbon",59.99,44.11,1750,5017,314043.8299999888,223516.39999999115,9222.250000000351,1006122,13529433.080000006,68601.68000000001,-13215389.250000017,0.004986472813436144,0.023211898691026946
3664,"WILLIAM GRANT & SONS INC",2082,"Balvenie 15 Yr Sherry Cask",109.99,74.07,750,804,85631.96000000053,62664.099999999635,634.1800000000001,302685,5960744.350000001,30234.42000000001,-5875112.39,0.0026562267704048764,0.014365984342207282
653,"STATE WINE & SPIRITS",2085,"Jesse James America's Outlaw",13.99,10.6,750,3394,47752.06000000014,36596.0000000011,2676.0299999999597,154092,1529682.0400000003,8014.98,-1481929.9800000002,0.02202580276717805,0.031216984151817676
17035,"PERNOD RICARD USA",2088,"The Glenlivet 25 Yr Old",299.99,223.87,750,18,5399.819999999998,5399.819999999998,14.219999999999995,1647558,24124091.56,123780.21999999997,-24118691.74,0.000010925260294326513,0.00022383516438618584
7153,"PINE STATE TRADING CO",2089,"Bloom Gin",24.99,16.53,750,172,3782.2799999999907,2616.809999999995,135.63000000000017,424427,3129071.589999999,15884.819999999998,-3125289.309999999,0.0004052522577498604,0.001208754702860599
6359,"OLE SMOKY DISTILLERY LLC",2097,"Ole Smoky Hunch Punch Lightn",15.99,12.11,750,797,15318.029999999886,10531.519999999908,627.9400000000009,110162,387622.6899999999,1922,-372304.66,0.007234799658684483,0.039517887871837146
9165,"ULTRA BEVERAGE COMPANY LLP",2098,"Snake River Stampede Whisky",29.99,16.29,750,538,11697.619999999955,6243.109999999958,424.0600000000015,1077527,13210613.930000002,68054.70000000003,-13198916.310000002,0.0004992914330684985,0.0008854713385754022
9552,"M S WALKER INC",2100,"Canadian Regal",9.99,7.24,1750,16564,167333.36000000403,84919.9900000058,30435.34999999837,1372841,10935817.3,55551.819999999985,-10768483.939999998,0.012065490468306236,0.01530140413007851
3252,"E & J GALLO WINERY",2101,"New Amsterdam Gin",5.99,4.37,375,532,3186.679999999983,2222.2899999999963,208.37999999999872,1858260,12289608.089999998,61966.909999999996,-12286421.409999998,0.0002862893244217709,0.00025929874872030877
9165,"ULTRA BEVERAGE COMPANY LLP",2104,"Westland American Sngle Malt",69.99,50.35,750,166,11953.339999999984,7184.009999999985,130.84000000000015,1077527,13210613.930000002,68054.70000000003,-13198660.590000002,0.0001540564644783843,0.0009048285010324257
1392,"CONSTELLATION BRANDS INC",2105,"Black Velvet Toasted Caramel",9.99,7.87,750,8362,85316.38000000377,56752.519999997494,6589.209999999754,2325892,15573917.899999999,79528.99,-15488601.519999994,0.0035951798277822013,0.005478157811529479
6359,"OLE SMOKY DISTILLERY LLC",2108,"Ole Smoky Strawberry Lightin",15.99,12.59,750,9,143.91,127.91999999999999,7.1000000000000005,110162,387622.6899999999,1922,-387478.7799999999,0.00008169786314700168,0.00037126309607933436
2561,"EDRINGTON AMERICAS",2112,"Cutty Sark Prohibition",26.99,15.55,750,394,8402.059999999958,5928.2299999999605,310.71000000000043,62542,1882832.8399999992,9654.500000000002,-1874430.779999999,0.006299766556873781,0.004462456688401484
1392,"CONSTELLATION BRANDS INC",2114,"Black Velvet Canadian Whisky",12.99,9.41,1750,72043,948838.5699998497,229797.42999995052,132364.7099999849,2325892,15573917.899999999,79528.99,-14625079.33000015,0.030974353065404584,0.06092484730511195
1392,"CONSTELLATION BRANDS INC",2115,"Black Velvet",7.99,4.88,750,431,2812.1899999999914,1865.1400000000024,339.50000000000034,2325892,15573917.899999999,79528.99,-15571105.709999999,0.00018530525063072576,0.00018057049087179223
9165,"ULTRA BEVERAGE COMPANY LLP",2116,"Sapling Maple Bourbon",41.99,27.33,750,1466,61414.33999999969,47789.58999999983,1156.1399999999858,1077527,13210613.930000002,68054.70000000003,-13149199.590000002,0.0013605227525621169,0.004648863430982097
1392,"CONSTELLATION BRANDS INC",2117,"Black Velvet Traveler",8.99,5.88,750,15292,129924.08000001476,87257.53000000822,12047.210000001454,2325892,15573917.899999999,79528.99,-15443993.819999984,0.006574681885487374,0.008342414595624315
12546,"JIM BEAM BRANDS COMPANY",2120,"Canadian Club",16.99,12.21,1750,94960,1554498.39999971,307670.1999999177,174471.93000000203,2737165,24203151.05000001,123880.96999999999,-22648652.650000297,0.034692829990154044,0.06422710814754468
12546,"JIM BEAM BRANDS COMPANY",2121,"Canadian Club Traveler",9.99,7.8,750,9256,96493.44000000652,72366.6499999991,7295.67999999968,2737165,24203151.05000001,123880.96999999999,-24106657.610000003,0.003381601036108528,0.0039868131137415054
12546,"JIM BEAM BRANDS COMPANY",2122,"Canadian Club 1858",9.99,7.8,750,13259,138305.41000001002,89541.26000000763,10446.060000000547,2737165,24203151.05000001,123880.96999999999,-24064845.639999997,0.0048440631090928025,0.00571435552810013
480,"BACARDI USA INC",2123,"Angel's Envy Rye",79.99,57.96,750,431,34475.690000000155,25676.790000000146,339.84000000000077,1427075,17624378.719999995,89286.26999999999,-17589903.029999994,0.000302016362139341,0.0019561364714023896
660,"SAZERAC NORTH AMERICA INC.",2127,"Canadian Ltd",10.49,7.19,1750,86195,899110.5499998573,183132.55999998274,158367.2099999975,503931,3537977.55,17932.329999999994,-2638867.0000001425,0.1710452423049981,0.25413121968505914
6359,"OLE SMOKY DISTILLERY LLC",2129,"Ole Smoky Charred Tennesse",18.99,13.56,750,52,987.4800000000002,702.6300000000002,40.99999999999998,110162,387622.6899999999,1922,-386635.2099999999,0.0004720320981826764,0.0025475288869183602
1189,"BULLY BOY DISTILLERS",2130,"Bully Boy American Whiskey",29.99,22.05,750,1598,47924.02000000004,36047.98000000055,1259.8799999999846,5382,117928.22,609.3900000000002,-70004.19999999995,0.2969156447417317,0.4063829675373718
1128,"BROWN-FORMAN CORP",2131,"Jack Daniels No 7 Black Trav",12.99,10.15,375,4089,53116.11000000021,31695.600000001647,1604.8200000000313,1006122,13529433.080000006,68601.68000000001,-13476316.970000006,0.004064119460661829,0.003925967162550183
8352,"LUXCO INC",2132,"Lord Calvert Canadian",12.99,10.23,1750,8581,113264.1900000027,44604.23999999999,15766.710000000401,283260,2051436.01,10261.599999999997,-1938171.8199999973,0.030293723081268095,0.05521214868408335
660,"SAZERAC NORTH AMERICA INC.",2134,"Canadian Ltd",2.49,1.93,375,1,2.49,2.49,0.39,503931,3537977.55,17932.329999999994,-3537975.0599999996,0.0000019843986577527477,0.0000007037919163732399
3924,"HEAVEN HILL DISTILLERIES",2136,"Elijah Craig 12 Yr Bourbon",27.99,21.53,750,3158,91550.4200000022,69662.96999999924,2489.9199999999482,352348,2816661.9399999995,14069.869999999995,-2725111.519999997,0.008962730028267508,0.032503162236076584
9625,"WESTERN SPIRITS BEVERAGE CO",2142,"Bird Dog Apple Whiskey",13.99,10.38,750,3369,51426.30999999993,42297.36000000021,2657.019999999945,56860,361249.20999999985,1933.1899999999996,-309822.8999999999,0.059250791417516706,0.14235687878736109
1128,"BROWN-FORMAN CORP",2143,"Canadian Mist",12.99,10.07,1750,37763,518089.36999993725,180374.1599999877,69382.93999998712,1006122,13529433.080000006,68601.68000000001,-13011343.710000068,0.03753322161725914,0.03829350179985051
7153,"PINE STATE TRADING CO",2145,"WolfHound Irish Whiskey",16.99,12.68,750,2451,43103.490000000296,35148.04000000105,1932.8999999999546,424427,3129071.589999999,15884.819999999998,-3085968.0999999987,0.005774844672935511,0.013775169011074085
1128,"BROWN-FORMAN CORP",2148,"Canadian Mist Traveler",7.99,5.96,750,3006,23178.940000000373,17460.239999999867,2369.6299999999574,1006122,13529433.080000006,68601.68000000001,-13506254.140000006,0.002987709244008182,0.0017132233008539603
660,"SAZERAC NORTH AMERICA INC.",2149,"Canadian Ltd Traveler",6.99,5.34,750,8203,61361.96999999841,47950.00999999901,6467.419999999749,503931,3537977.55,17932.329999999994,-3476615.5800000015,0.016278022189545792,0.017343798577805675
3252,"E & J GALLO WINERY",2152,"New Amsterdam Gin",9.99,7.19,750,12030,128623.70000001173,86822.93000000594,9478.420000000358,1858260,12289608.089999998,61966.909999999996,-12160984.389999986,0.006473798069161474,0.010466053844684624
12546,"JIM BEAM BRANDS COMPANY",2155,"McClelland Islay Single Malt",37.99,24.05,1750,3042,110955.58000000304,83155.2400000013,5592.550000000169,2737165,24203151.05000001,123880.96999999999,-24092195.470000006,0.0011113688798446567,0.004584344400891676
12546,"JIM BEAM BRANDS COMPANY",2156,"(RI) 1",36.99,26.92,750,591,21519.090000000124,19362.680000000048,466.43000000000376,2737165,24203151.05000001,123880.96999999999,-24181631.96000001,0.00021591683365818282,0.0008891028261380088
3089,"SIDNEY FRANK IMPORTING CO",2158,"Sortilege Liqueur",16.99,12.4,375,665,13293.34999999991,8715.639999999928,260.7999999999982,186464,1715908.8799999997,8549.550000000001,-1702615.5299999998,0.003566372061094903,0.007747118833023297
12546,"JIM BEAM BRANDS COMPANY",2159,"Connemara Irish Whiskey",39.99,30.53,750,1295,54672.0499999998,45184.299999999945,1021.4699999999908,2737165,24203151.05000001,123880.96999999999,-24148479.000000007,0.0004731172581850199,0.002258881493862337
12546,"JIM BEAM BRANDS COMPANY",2161,"Canadian Club Classic",19.99,15.26,750,2923,61452.7699999996,43386.360000000066,2304.129999999962,2737165,24203151.05000001,123880.96999999999,-24141698.28000001,0.0010678932399033306,0.0025390400561087095
2450,"DJINN SPIRITS LLC",2162,"Djinn Spirits Gin",33.99,21.58,750,321,10495.789999999954,8664.349999999957,253.1999999999993,2637,48830.78,251.27999999999994,-38334.99000000005,0.1217292377701934,0.2149420918527198
90037,"THE PIERPONT GROUP LLC",2163,"Sloane's Gin",24.99,14.38,750,350,7071.499999999972,4447.809999999975,275.9099999999998,580,5713.1900000000005,27.980000000000004,1358.3099999999713,0.603448275862069,1.2377498385315333
3252,"E & J GALLO WINERY",2164,"New Amsterdam Gin",16.99,12.14,1750,24495,431674.0499999482,208640.76999997516,45007.58999999131,1858260,12289608.089999998,61966.909999999996,-11857934.04000005,0.013181686093442252,0.03512512741160555
1128,"BROWN-FORMAN CORP",2170,"Woodford Reserve Bourbon",3.49,2.53,50,10376,36212.24000000103,17034.689999999406,533.9300000000284,1006122,13529433.080000006,68601.68000000001,-13493220.840000005,0.010312864642657649,0.002676552652714774
17035,"PERNOD RICARD USA",2171,"Pike Creek Canadian Whisky",24.99,14.49,750,1395,31877.050000000512,22979.970000000365,1099.919999999992,1647558,24124091.56,123780.21999999997,-24092214.509999998,0.0008467076728103047,0.0013213782546264102
9625,"WESTERN SPIRITS BEVERAGE CO",2181,"Bird Dog Apple Whiskey",0.99,0.73,50,32,31.67999999999999,20.789999999999996,1.6300000000000001,56860,361249.20999999985,1933.1899999999996,-361217.52999999985,0.0005627857896588111,0.00008769569350753736
12546,"JIM BEAM BRANDS COMPANY",2182,"McClelland Islay Single Mal",18.99,14.17,750,1996,40166.04000000043,33167.53000000112,1574.279999999968,2737165,24203151.05000001,123880.96999999999,-24162985.01000001,0.000729221658175521,0.0016595376328075438
12546,"JIM BEAM BRANDS COMPANY",2183,"McClelland Highland Single",18.99,14.61,750,3098,62414.019999999204,53232.599999999045,2443.7099999999427,2737165,24203151.05000001,123880.96999999999,-24140737.03000001,0.001131828004522928,0.0025787559591336426
480,"BACARDI USA INC",2184,"Bonnie Rose Orange Peel",19.99,11.36,750,535,8035.649999999958,3808.4699999999752,421.61000000000115,1427075,17624378.719999995,89286.26999999999,-17616343.069999997,0.00037489270010335825,0.0004559394760895129
7153,"PINE STATE TRADING CO",2186,"Label 5 Scotch 12 Yr",26.99,19.56,750,139,4446.6099999999915,2463.2299999999977,109.60000000000021,424427,3129071.589999999,15884.819999999998,-3124624.979999999,0.00032750037108854996,0.0014210636836212473
9165,"ULTRA BEVERAGE COMPANY LLP",2189,"Cleveland Black Rsv Whiskey",26.99,19.83,750,787,20347.130000000092,16258.67999999988,620.860000000001,1077527,13210613.930000002,68054.70000000003,-13190266.8,0.0007303761297860749,0.0015402107811048635
8663,"STAR INDUSTRIES INC.",2193,"Donegal Irish Whiskey",24.99,16.41,750,414,7770.859999999965,4484.619999999972,326.23999999999995,151,2452.29,12.439999999999998,5318.569999999965,2.7417218543046356,3.168817717317269
9165,"ULTRA BEVERAGE COMPANY LLP",2199,"St George Terrior Gin",29.99,23.61,750,1466,44358.34000000004,34122.73000000068,1155.879999999988,1077527,13210613.930000002,68054.70000000003,-13166255.590000002,0.0013605227525621169,0.0033577803601743763
480,"BACARDI USA INC",2200,"Bonnie Rose Spiced Apple",19.99,10.78,750,493,7419.0699999999615,3776.499999999976,388.6300000000013,1427075,17624378.719999995,89286.26999999999,-17616959.649999995,0.0003454618713101974,0.0004209549804771764
17031,"FLAG HILL WINERY & VINEYARD",2202,"Karner Blue Gin",29.99,23.07,750,1474,44205.26000000012,34098.63000000068,1162.5299999999854,20608,300403.20000000007,1573.3099999999997,-256197.93999999994,0.07152562111801242,0.14715309290979625
8004,"SAZERAC CO INC",2212,"Canadian Rich & Rare",13.99,8.72,1750,6516,74835.84000000123,40110.2800000008,11973.420000000377,1417727,9916770.259999998,50293.62000000002,-9841934.419999996,0.004596089374047331,0.007546392427971932
9552,"M S WALKER INC",2214,"James E Pepper Bourbon",29.99,21.58,750,1353,47536.469999999754,33404.37000000062,1067.1399999999917,1372841,10935817.3,55551.819999999985,-10888280.83,0.0009855474887477866,0.004346860293651738
12546,"JIM BEAM BRANDS COMPANY",2226,"Jim Beam Devils Cut",36.99,27.6,1750,2672,100813.28000000259,84959.48000000151,4913.240000000156,2737165,24203151.05000001,123880.96999999999,-24102337.770000007,0.0009761925203632225,0.004165295658889116
4425,"MARTIGNETTI COMPANIES",2232,"Sipsmith Gin",39.99,31,750,274,10668.25999999996,9002.689999999962,216.1499999999997,2640411,27861690.019999996,144929.24,-27851021.759999994,0.00010377172341730132,0.00038290067804005963
9165,"ULTRA BEVERAGE COMPANY LLP",2235,"Deanston SM Virgin Oak",29.99,19.56,750,1110,33752.90000000047,28184.78000000045,875.5599999999926,1077527,13210613.930000002,68054.70000000003,-13176861.030000001,0.0010301365998253407,0.0025549834533693367
9552,"M S WALKER INC",2237,"Edradour 10 Yr Single Malt",49.99,35.71,750,955,53350.44999999988,41114.640000000116,753.1499999999986,1372841,10935817.3,55551.819999999985,-10882466.850000001,0.0006956377322646978,0.004878505971382667
9260,"TY KU LLC",2238,"Aviation American Gin",26.99,18.93,750,877,22239.230000000156,18303.789999999997,691.689999999999,3003,38921.47000000001,198.94,-16682.239999999852,0.29204129204129203,0.5713872060844606
8352,"LUXCO INC",2239,"Rebel Yell American Whisky",21.99,15.78,750,160,3358.3999999999887,2938.5999999999913,126.27000000000034,283260,2051436.01,10261.599999999997,-2048077.61,0.0005648520793617172,0.0016370971278796987
98450,"Serralles Usa LLC",2241,"Death's Door Gin",25.99,20.46,750,1689,43897.11,37165.70000000054,1332.489999999981,10463,168993.60999999993,856.02,-125096.49999999993,0.16142597725317787,0.25975603456249036
9165,"ULTRA BEVERAGE COMPANY LLP",2242,"Cles des Ducs Armagnac VSOP",30.99,16.05,750,168,3694.3199999999943,2374.9199999999973,132.36000000000004,1077527,13210613.930000002,68054.70000000003,-13206919.610000001,0.00015591256646005158,0.00027964786644854995
4425,"MARTIGNETTI COMPANIES",2245,"DUKE Kentucky Bourbon",36.99,26.66,750,1064,41938.36000000017,34356.25000000049,839.4299999999946,2640411,27861690.019999996,144929.24,-27819751.659999996,0.00040296756830660073,0.001505233888177476
8004,"SAZERAC CO INC",2246,"Speyburn Brandan Orach",18.99,13.96,750,2381,46271.18999999994,36397.260000000795,1877.7299999999593,1417727,9916770.259999998,50293.62000000002,-9870499.069999998,0.0016794488642735872,0.004665953610586109
1128,"BROWN-FORMAN CORP",2250,"Jack Daniels Family 4 Pk/50m",12.99,9.69,50,3267,48646.330000000155,21948.190000000388,168.33999999999853,1006122,13529433.080000006,68601.68000000001,-13480786.750000006,0.003247121124475958,0.0035955926395697976
12546,"JIM BEAM BRANDS COMPANY",2254,"Canadian Club Triple Aged",14.99,10.31,750,5131,68543.68999999943,51425.49999999879,4045.0299999999606,2737165,24203151.05000001,123880.96999999999,-24134607.36000001,0.0018745672986465924,0.002832015131352056
480,"BACARDI USA INC",2258,"Dewars Special Reserve 12 Yr",16.99,9.77,375,4850,66365.49999999927,47049.959999999395,1901.200000000086,1427075,17624378.719999995,89286.26999999999,-17558013.219999995,0.0033985599915911918,0.003765551175128135
4425,"MARTIGNETTI COMPANIES",2262,"Black Button Citrus Gin",35.99,21.2,750,317,9032.829999999967,5937.92999999997,249.91999999999942,2640411,27861690.019999996,144929.24,-27852657.189999998,0.00012005706687330116,0.00032420251583862707
12546,"JIM BEAM BRANDS COMPANY",2270,"Laphroaig Triple Wood",79.99,54.34,750,701,53814.98999999984,46542.93999999993,553.1900000000026,2737165,24203151.05000001,123880.96999999999,-24149336.06000001,0.0002561043999905011,0.0022234704022144184
7239,"REMY COINTREAU USA INC",2280,"The Botanist Islay Dry Gin",36.99,27.4,750,2662,99373.38000000246,78847.89000000071,2098.839999999954,142363,3354958.28,16978.669999999995,-3255584.899999997,0.018698678729726123,0.029619855660322093
3960,"DIAGEO NORTH AMERICA INC",2287,"Johnnie Walker Double Black",38.99,29.22,750,6790,276954.0999999927,164737.72999999937,5349.799999999888,5459788,50959796.849999994,257032.07000000007,-50682842.75,0.0012436380313667857,0.005434756751782317
12546,"JIM BEAM BRANDS COMPANY",2290,"Jim Beam Devils Cut Bourbon",23.99,18.04,750,3018,75566.82000000034,65418.88999999824,2380.969999999942,2737165,24203151.05000001,123880.96999999999,-24127584.230000008,0.001102600683553969,0.003122189331624252
9165,"ULTRA BEVERAGE COMPANY LLP",2292,"Glenrothes Single Malt Scot",43.99,29.99,750,90,4224.099999999994,3425.2699999999936,71.01,1077527,13210613.930000002,68054.70000000003,-13206389.830000002,0.00008352458917502764,0.00031975046900791485
9165,"ULTRA BEVERAGE COMPANY LLP",2302,"St George Botanivore Gin",29.99,23.43,750,1282,38447.180000000255,31189.600000000686,1011.1499999999933,1077527,13210613.930000002,68054.70000000003,-13172166.750000002,0.001189761370248727,0.0029103250010728493
9165,"ULTRA BEVERAGE COMPANY LLP",2310,"Ungava Gin",28.99,23.19,750,704,20807.960000000072,15684.6899999999,555.0600000000022,1077527,13210613.930000002,68054.70000000003,-13189805.97,0.0006533478975468828,0.0015750940955701722
480,"BACARDI USA INC",2329,"Craigellachie 13 Yr Scotch",54.99,38.45,750,612,29755.88000000025,25451.770000000248,482.7900000000033,1427075,17624378.719999995,89286.26999999999,-17594622.839999996,0.0004288492195574865,0.0016883363931707578
12546,"JIM BEAM BRANDS COMPANY",2339,"Alberta Rye Dark Batch",25.99,15.82,750,267,5871.329999999976,4419.989999999977,210.5399999999996,2737165,24203151.05000001,123880.96999999999,-24197279.72000001,0.00009754618373389986,0.0002425853554304027
9165,"ULTRA BEVERAGE COMPANY LLP",2366,"Templeton Rye Whiskey",34.99,25.36,750,2978,107873.2200000027,86995.00000000194,2348.2799999999506,1077527,13210613.930000002,68054.70000000003,-13102740.709999999,0.002763735850702581,0.008165647756538646
3664,"WILLIAM GRANT & SONS INC",2368,"Balvenie 17 Yr Doublewood",139.99,108.52,750,666,94993.34000000061,75654.69000000008,525.420000000004,302685,5960744.350000001,30234.42000000001,-5865751.01,0.002200307250111502,0.015936489542619052
9165,"ULTRA BEVERAGE COMPANY LLP",2369,"Amrut Fusion Single Malt",64.99,50.38,750,81,5384.189999999993,3859.419999999994,63.859999999999964,1077527,13210613.930000002,68054.70000000003,-13205229.740000002,0.00007517213025752486,0.0004075654642948144
12546,"JIM BEAM BRANDS COMPANY",2373,"Jim Beam Maple",16.99,10.29,750,11264,171594.86000000295,110670.55000001295,8873.719999999783,2737165,24203151.05000001,123880.96999999999,-24031556.190000005,0.0041152067924293935,0.007089773544176716
3664,"WILLIAM GRANT & SONS INC",2374,"Tullamore Dew",39.99,31.24,1750,5118,214992.81999999715,147454.0600000034,9407.610000000355,302685,5960744.350000001,30234.42000000001,-5745751.530000003,0.016908667426532534,0.03606811622444387
7153,"PINE STATE TRADING CO",2382,"Ophir London Dry Gin",29.99,19.22,750,1057,23020.430000000033,10066.519999999919,832.5800000000016,424427,3129071.589999999,15884.819999999998,-3106051.1599999988,0.002490416490939549,0.007356952162286591
3664,"WILLIAM GRANT & SONS INC",2398,"Tullamore Dew",20.99,16.4,750,13347,300055.5299999827,174270.0199999951,10514.580000000313,302685,5960744.350000001,30234.42000000001,-5660688.820000018,0.044095346647504835,0.05033860074874418
8150,"SEA HAGG DISTILLERY LLC",2401,"Sea Hagg Poitin White Whisky",8.99,6.86,200,11,98.88999999999999,71.92,2.31,15412,188044.46,935.5199999999999,-187945.56999999998,0.0007137295613807423,0.000525886271789129
17035,"PERNOD RICARD USA",2412,"JP Wiser's Rye",21.99,15.38,750,1314,27954.860000000397,20614.27000000016,1036.239999999991,1647558,24124091.56,123780.21999999997,-24096136.7,0.0007975440014858354,0.0011587943086052688
3960,"DIAGEO NORTH AMERICA INC",2418,"Crown Royal Regal Apple",22.99,16.53,750,24284,570271.159999933,263621.2299999621,19122.700000002293,5459788,50959796.849999994,257032.07000000007,-50389525.690000065,0.004447791745760092,0.01119060897512061
17035,"PERNOD RICARD USA",2426,"The Glenlivet 15Yr FrenchOak",51.99,41.59,750,7445,413475.5499999765,252067.73999998553,5866.499999999839,1647558,24124091.56,123780.21999999997,-23710616.010000024,0.004518809049514494,0.017139528299816173
9165,"ULTRA BEVERAGE COMPANY LLP",2427,"13th Colony Sthrn Corn Whsky",29.99,15.93,750,18,359.82,134.95,14.18,1077527,13210613.930000002,68054.70000000003,-13210254.110000001,0.000016704917835005526,0.000027237189876761463
3960,"DIAGEO NORTH AMERICA INC",2432,"Crown Royal",22.99,17.59,750,41506,967005.9399998506,361149.7899999199,32678.120000003866,5459788,50959796.849999994,257032.07000000007,-49992790.910000145,0.007602126675980826,0.018975859398463257
3960,"DIAGEO NORTH AMERICA INC",2433,"Crown Royal X R Extra Rare",131.99,91.9,750,635,82875.65000000018,74512.29000000002,501.14000000000425,5459788,50959796.849999994,257032.07000000007,-50876921.199999996,0.000116304882167586,0.0016262947484650381
3960,"DIAGEO NORTH AMERICA INC",2435,"Crown Royal RSV",40.99,29.76,750,2587,103789.13000000204,81923.6000000011,2040.3699999999506,5459788,50959796.849999994,257032.07000000007,-50856007.71999999,0.0004738279215236929,0.002036686494365451
3960,"DIAGEO NORTH AMERICA INC",2436,"Crown Royal",14.99,11.99,375,13272,198947.27999999968,131852.0400000195,5205.850000000011,5459788,50959796.849999994,257032.07000000007,-50760849.56999999,0.002430863615949923,0.0039040045741469574
3960,"DIAGEO NORTH AMERICA INC",2438,"Crown Royal Special Reserve",69.99,54.26,1750,1493,107612.0700000017,84707.25000000077,2745.180000000018,5459788,50959796.849999994,257032.07000000007,-50852184.779999994,0.0002734538410648912,0.002111705239264542
3960,"DIAGEO NORTH AMERICA INC",2443,"Seagrams VO",16.99,13.48,1750,47446,902489.5399998736,273169.2599999477,87173.56999998497,5459788,50959796.849999994,257032.07000000007,-50057307.31000012,0.008690081006808324,0.017709833943340646
3960,"DIAGEO NORTH AMERICA INC",2445,"Seagrams VO",11.99,9.08,750,8253,98953.47000000476,66868.22999999694,6504.149999999768,5459788,50959796.849999994,257032.07000000007,-50860843.37999999,0.0015115971535891138,0.0019417948287995337
3960,"DIAGEO NORTH AMERICA INC",2448,"Seagrams VO Gold",15.99,11.42,750,2171,34714.29000000043,20962.890000000265,1710.439999999976,5459788,50959796.849999994,257032.07000000007,-50925082.559999995,0.0003976344869068176,0.0006812093482668668
3960,"DIAGEO NORTH AMERICA INC",2453,"Crown Royal Trio",5.99,4.31,50,0,0,0,0,5459788,50959796.849999994,257032.07000000007,-50959796.849999994,0,0
3960,"DIAGEO NORTH AMERICA INC",2465,"Crown Royal Mini",2.99,2.15,50,27048,80873.52000000278,28455.830000005422,1404.2199999999368,5459788,50959796.849999994,257032.07000000007,-50878923.32999999,0.004954038508454907,0.0015870063265372456
3960,"DIAGEO NORTH AMERICA INC",2466,"Crown Royal Maple Whisky",46.99,29.62,1750,1218,57233.819999999716,36746.18000000032,2239.319999999991,5459788,50959796.849999994,257032.07000000007,-50902563.029999994,0.0002230855850080626,0.0011231171146240495
3960,"DIAGEO NORTH AMERICA INC",2468,"Crown Royal Nrth Harvest Rye",29.99,22.39,750,3971,113966.29000000401,83504.91000000181,3130.0699999999647,5459788,50959796.849999994,257032.07000000007,-50845830.55999999,0.0007273176174606047,0.002236396081708556
