VendorNumber,VendorName,Brand,Description,Actual_Price,PurchasePrice,Volume,TotalsalesQuantity,TotalsalesDollers,TotalsalesPrice,TotalsalesExciseTax,TotalpurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,StockturnOver,SalesPurchaseRate
12546,"JIM BEAM BRANDS COMPANY",3696,"Gilbeys Vodka",10.49,7.6,1750,32157,341285.92999996524,141623.07000001907,59081.189999986884,2737165,24203151.05000001,123880.96999999999,-23861865.120000042,0.011748287004985085,0.014100888322141226
6213,"MHW LTD",3699,"Chopin Vodka",39.99,31,1750,4268,171362.31999999945,113546.74000000519,7844.650000000258,215201,1888333.0099999998,9621.580000000002,-1716970.6900000004,0.019832621595624555,0.09074793433812793
9206,"PHILLIPS PRODUCTS CO.",3701,"UV Sangria Vodka",0.99,0.79,50,3609,3572.909999999931,1415.7000000000114,186.79000000000053,40054,430945.89000000013,2211.83,-427372.9800000002,0.09010336046337444,0.008290855262594406
3960,"DIAGEO NORTH AMERICA INC",3704,"Ciroc Pineapple Vodka",24.99,18.37,750,8401,212825.98999999664,99854.86000000537,6618.389999999825,5459788,50959796.849999994,257032.07000000007,-50746970.86,0.001538704433212425,0.004176350832528813
12546,"JIM BEAM BRANDS COMPANY",3706,"Pinnacle Citrus Vodka",16.99,13.07,1750,13896,233895.03999999177,144497.14000001,25536.47999999925,2737165,24203151.05000001,123880.96999999999,-23969256.010000017,0.005076785652308137,0.009663825983517617
3960,"DIAGEO NORTH AMERICA INC",3707,"Smirnoff Ruby Red Grapefruit",0.99,0.74,50,1192,1180.0800000000027,255.42000000000087,62.10999999999992,5459788,50959796.849999994,257032.07000000007,-50958616.769999996,0.00021832349534450787,0.00002315707818603682
1128,"BROWN-FORMAN CORP",3716,"Don Eduardo Anejo Tequila",29.99,21.42,750,358,12232.419999999946,9636.179999999953,282.3499999999998,1006122,13529433.080000006,68601.68000000001,-13517200.660000006,0.0003558216597987123,0.0009041339668609338
3960,"DIAGEO NORTH AMERICA INC",3719,"Smirnoff Lime Vodka",10.99,7.36,750,42,416.08000000000004,60.440000000000005,33.089999999999996,5459788,50959796.849999994,257032.07000000007,-50959380.769999996,0.000007692606379588365,0.000008164867713753457
1128,"BROWN-FORMAN CORP",3722,"Finlandia Grapefruit Fusion",14.99,9.02,750,362,4519.879999999987,1735.610000000001,285.04,1006122,13529433.080000006,68601.68000000001,-13524913.200000005,0.0003597973208020498,0.0003340775606245865
17035,"PERNOD RICARD USA",3724,"Absolut Citron",16.99,12.31,750,14719,260229.80999999095,155483.15000000448,11593.08000000096,1647558,24124091.56,123780.21999999997,-23863861.750000007,0.008933828126232885,0.010787134071049387
7245,"PROXIMO SPIRITS INC.",3725,"Three Olives Pomegranate",12.99,9.35,750,6390,87030.10000000257,54045.4299999987,5034.429999999907,682042,7588029.899999999,38994.78000000001,-7500999.799999997,0.009368924494385976,0.01146939339287561
12546,"JIM BEAM BRANDS COMPANY",3726,"Gilbeys Vodka Traveler",4.99,3.78,750,53667,276249.32999999885,90540.51000001653,42245.65000000611,2737165,24203151.05000001,123880.96999999999,-23926901.72000001,0.01960678293051387,0.01141377539764595
17035,"PERNOD RICARD USA",3727,"Absolut Citron",1.99,1.47,50,25723,51188.77000000066,16286.159999998448,1338.1999999999498,1647558,24124091.56,123780.21999999997,-24072902.79,0.015612803919497827,0.0021218942015987217
17035,"PERNOD RICARD USA",3728,"Absolut Citron",24.99,18.93,1750,26222,658689.779999917,288436.2299999537,48180.14999999067,1647558,24124091.56,123780.21999999997,-23465401.780000083,0.015915676413212766,0.02730423147174944
7245,"PROXIMO SPIRITS INC.",3729,"Three Olives Whipped Cream",14.99,8.59,750,44,483.5600000000001,307.7200000000001,34.64999999999999,682042,7588029.899999999,38994.78000000001,-7587546.34,0.00006451215614287683,0.00006372668615868265
9206,"PHILLIPS PRODUCTS CO.",3730,"UV Ruby Red Grapefruit Vodka",0.99,0.73,50,5801,5742.9899999998115,2186.9099999999867,300.3300000000049,40054,430945.89000000013,2211.83,-425202.9000000003,0.14482948020172767,0.013326475859880714
17035,"PERNOD RICARD USA",3731,"Absolut Apeach",16.99,13.38,750,4397,77440.03000000179,59550.22999999823,3466.419999999954,1647558,24124091.56,123780.21999999997,-24046651.529999997,0.0026687983063418707,0.003210070306995709
9165,"ULTRA BEVERAGE COMPANY LLP",3733,"Patron Silver Tequila",109.99,83.96,1750,2047,230059.52999999767,179194.07999999862,3763.150000000075,1077527,13210613.930000002,68054.70000000003,-12980554.400000004,0.0018997203782364618,0.017414749323462944
3960,"DIAGEO NORTH AMERICA INC",3736,"Smirnoff Cherry Vodka",10.99,8.2,750,7846,92285.54000000411,65132.7599999965,6182.569999999766,5459788,50959796.849999994,257032.07000000007,-50867511.30999999,0.0014370521346250074,0.0018109479571052122
7245,"PROXIMO SPIRITS INC.",3738,"Three Olives Chocolate Vodka",11.99,9.29,750,725,9001.74999999995,4179.639999999966,571.090000000001,682042,7588029.899999999,38994.78000000001,-7579028.149999999,0.0010629843909905842,0.0011863092421393795
7245,"PROXIMO SPIRITS INC.",3739,"Three Olives Orange Vodka",12.99,9.92,750,144,2065.56,494.6600000000002,113.43000000000008,682042,7588029.899999999,38994.78000000001,-7585964.34,0.00021113069283123327,0.00027221294950353323
3960,"DIAGEO NORTH AMERICA INC",3743,"Smirnoff Sorbet Pine/Coconut",10.99,8.02,750,4897,58174.029999999715,41019.54000000078,3859.3999999999733,5459788,50959796.849999994,257032.07000000007,-50901622.81999999,0.000896921272401053,0.0011415671489279047
8004,"SAZERAC CO INC",3745,"Taaka Vodka Traveler",3.99,3.07,750,24597,122739.03000001173,61751.2499999928,19364.580000002738,1417727,9916770.259999998,50293.62000000002,-9794031.229999986,0.017349602568054356,0.012376915747971735
3960,"DIAGEO NORTH AMERICA INC",3746,"Gordons Vodka 80 Proof",12.99,8.52,1750,57845,724360.5499998928,188936.73999998142,106278.67999998627,5459788,50959796.849999994,257032.07000000007,-50235436.3000001,0.010594733714935451,0.014214353172012162
3960,"DIAGEO NORTH AMERICA INC",3747,"Gordons Vodka Traveler",6.99,5.18,750,8147,56947.529999999824,31664.700000003057,6417.509999999833,5459788,50959796.849999994,257032.07000000007,-50902849.31999999,0.0014921824803453907,0.001117499156592494
3960,"DIAGEO NORTH AMERICA INC",3754,"Smirnoff Blueberry Vodka",10.99,8.79,750,11091,130426.09000000924,80804.49000000303,8737.16999999992,5459788,50959796.849999994,257032.07000000007,-50829370.75999998,0.002031397556095585,0.0025593918748129637
10050,"Russian Standard Vodka",3755,"Russian Standard Original",16.99,12.02,750,3154,53592.459999999846,36168.83000000098,2485.7399999999643,12798,138907.27000000002,732.5999999999999,-85314.81000000017,0.2464447569932802,0.3858146517457282
8004,"SAZERAC CO INC",3758,"Margaritaville Gold Tequila",22.99,14.59,1750,3471,72632.29000000034,57320.69999999881,6381.440000000223,1417727,9916770.259999998,50293.62000000002,-9844137.969999997,0.0024482851776117687,0.007324188026515839
17035,"PERNOD RICARD USA",3760,"Absolut Pears",16.99,12.49,750,6119,108248.81000000454,76945.52000000083,4822.25999999991,1647558,24124091.56,123780.21999999997,-24015842.749999993,0.003713981541165774,0.004487166272386861
9165,"ULTRA BEVERAGE COMPANY LLP",3762,"Patron Silver Tequila",5.99,4.61,50,18313,109694.87000000558,48123.659999998636,944.2899999999855,1077527,13210613.930000002,68054.70000000003,-13100919.059999997,0.016995397795136456,0.008303540666713403
9165,"ULTRA BEVERAGE COMPANY LLP",3763,"Patron Anejo Tequila",29.99,20.28,375,2933,85346.67000000075,71485.50999999956,1147.569999999986,1077527,13210613.930000002,68054.70000000003,-13125267.260000002,0.002721973556115067,0.006460462053636045
9165,"ULTRA BEVERAGE COMPANY LLP",3764,"Patron Reposado Tequila",28.99,20.76,375,1218,34185.82000000052,29182.630000000638,476.36999999999307,1077527,13210613.930000002,68054.70000000003,-13176428.110000001,0.001130366106835374,0.0025877540726830187
7245,"PROXIMO SPIRITS INC.",3765,"Three Olives Citrus Vodka",12.99,9.37,750,1064,13261.359999999837,10002.979999999861,838.8199999999985,682042,7588029.899999999,38994.78000000001,-7574768.54,0.0015600212303641125,0.0017476683901838392
7245,"PROXIMO SPIRITS INC.",3766,"Three Olives Grape Vodka",12.99,9.35,750,12201,161089.99000000232,90124.93000000573,9609.100000000135,682042,7588029.899999999,38994.78000000001,-7426939.909999997,0.01788892766134637,0.02122948803878624
9552,"M S WALKER INC",3768,"Jenkins Vodka",5.99,3.62,750,23532,126608.68000001078,50898.26999999678,18530.650000002188,1372841,10935817.3,55551.819999999985,-10809208.61999999,0.017141096456181015,0.011577431894368861
9552,"M S WALKER INC",3769,"Jenkins Vodka",9.49,7.02,1750,42105,394134.44999996264,134715.9100000299,77358.38999998783,1372841,10935817.3,55551.819999999985,-10541682.850000039,0.03066997561990063,0.0360406944618545
90037,"THE PIERPONT GROUP LLC",3770,"Miodula Honey Vodka",22.99,14.17,750,383,7325.169999999969,4373.719999999974,301.9200000000004,580,5713.1900000000005,27.980000000000004,1611.9799999999686,0.6603448275862069,1.2821506023780005
17031,"FLAG HILL WINERY & VINEYARD",3773,"General John Stark Vodka",29.99,21.73,750,919,29615.810000000318,23641.670000000264,724.7299999999997,20608,300403.20000000007,1573.3099999999997,-270787.3899999998,0.04459433229813665,0.09858686591887274
7245,"PROXIMO SPIRITS INC.",3776,"Jose Cuervo Especial Silver",25.99,18.56,1750,25596,684036.0399999205,295186.9099999533,47031.429999991036,682042,7588029.899999999,38994.78000000001,-6903993.860000079,0.03752848065075171,0.09014672438229593
7245,"PROXIMO SPIRITS INC.",3779,"Three Olives Cherry Vodka",12.99,9.35,750,10437,137643.63000000658,81629.2700000028,8220.88999999962,682042,7588029.899999999,38994.78000000001,-7450386.269999993,0.015302576674163761,0.01813957401512171
7245,"PROXIMO SPIRITS INC.",3780,"Three Olives Raspberry Vodk",12.99,10.31,750,6394,83992.06000000249,59336.88999999782,5039.449999999887,682042,7588029.899999999,38994.78000000001,-7504037.839999997,0.00937478923585351,0.01106902069534577
7245,"PROXIMO SPIRITS INC.",3781,"Three Olives Vanilla Vodka",11.99,9.29,750,6773,86087.27000000252,58994.75999999748,5336.959999999858,682042,7588029.899999999,38994.78000000001,-7501942.629999997,0.009930473489902381,0.011345141114955612
480,"BACARDI USA INC",3782,"Grey Goose Le Citron Vodka",23.99,18.89,750,7572,186388.7799999977,120956.0600000101,5966.309999999814,1427075,17624378.719999995,89286.26999999999,-17437989.939999998,0.005305957990995568,0.010575622719028689
8004,"SAZERAC CO INC",3784,"Margaritaville Gold Tequila",11.99,7.29,750,4331,47823.68999999985,37932.70000000114,3415.2199999999466,1417727,9916770.259999998,50293.62000000002,-9868946.569999998,0.0030548899752914347,0.004822506597021827
1392,"CONSTELLATION BRANDS INC",3785,"Svedka Orange Cream Pop",12.99,6.98,750,658,6261.919999999963,3301.0399999999727,518.530000000002,2325892,15573917.899999999,79528.99,-15567655.979999999,0.0002829022155800871,0.0004020773732215426
7245,"PROXIMO SPIRITS INC.",3787,"Jose Cuervo Especial Silver",16.99,11.8,750,14977,248461.2299999903,144531.12000001018,11797.330000001046,682042,7588029.899999999,38994.78000000001,-7339568.670000009,0.021959058239815143,0.03274383908265706
9165,"ULTRA BEVERAGE COMPANY LLP",3788,"Patron Silver Tequila",27.99,19.99,375,12119,332234.80999998044,198765.82999998712,4756.569999999881,1077527,13210613.930000002,68054.70000000003,-12878379.120000022,0.011247049957912888,0.025149081773217816
3960,"DIAGEO NORTH AMERICA INC",3790,"Don Julio Blanco Tequila",45.99,35.65,750,4328,204226.7199999975,145890.1000000034,3411.0999999999713,5459788,50959796.849999994,257032.07000000007,-50755570.129999995,0.0007927047716871058,0.004007604673172819
7245,"PROXIMO SPIRITS INC.",3791,"Jose Cuervo Especial Silver",10.99,6.56,375,7109,74423.91000000121,56156.579999997295,2785.7899999999704,682042,7588029.899999999,38994.78000000001,-7513605.989999998,0.010423111773175259,0.009808067572322193
7245,"PROXIMO SPIRITS INC.",3792,"Jose Cuervo La Familia Rsv",99.99,71.42,750,82,8199.179999999993,4899.509999999994,64.58999999999997,682042,7588029.899999999,38994.78000000001,-7579830.72,0.00012022720008445227,0.0010805413405131671
8352,"LUXCO INC",3793,"Pearl Vodka PET",17.99,11.8,1750,834,11463.65999999991,7358.719999999916,1532.9599999999941,283260,2051436.01,10261.599999999997,-2039972.35,0.0029442914636729507,0.005588114834739549
11567,"CAMPARI AMERICA",3794,"Cabo Wabo Reposado Tequila",36.99,27.77,750,2855,109404.4500000035,91468.14000000247,2251.5699999999456,501284,4141720.7100000004,20964.809999999998,-4032316.259999997,0.005695374278851908,0.026415216684179434
12546,"JIM BEAM BRANDS COMPANY",3797,"Skinnygirl Sweet'Arita",16.99,12.77,1750,1976,34970.24000000037,22737.140000000425,3631.7100000000605,2737165,24203151.05000001,123880.96999999999,-24168180.810000006,0.0007219148279332813,0.0014448631059549727
3960,"DIAGEO NORTH AMERICA INC",3800,"Don Julio Anejo Tequila",53.99,42.85,750,3561,196544.38999999754,151993.47000000186,2807.5999999999526,5459788,50959796.849999994,257032.07000000007,-50763252.45999999,0.0006522231266122421,0.003856851913647249
7245,"PROXIMO SPIRITS INC.",3802,"Three Olives Vodka",18.99,13.43,1750,74722,1408627.7799997577,331726.62999992317,137288.5799999888,682042,7588029.899999999,38994.78000000001,-6179402.120000241,0.1095563029842737,0.18563814304418566
1392,"CONSTELLATION BRANDS INC",3804,"Svedka Vodka",12.99,7.63,750,29953,308911.4699999725,143881.5300000173,23583.08000000372,2325892,15573917.899999999,79528.99,-15265006.430000026,0.012878070004970136,0.019835180330568747
7245,"PROXIMO SPIRITS INC.",3808,"Three Olives Vodka",12.99,9.55,750,10975,146252.25000000617,102478.33000001076,8647.849999999904,682042,7588029.899999999,38994.78000000001,-7441777.649999993,0.01609138440154712,0.01927407402546031
1392,"CONSTELLATION BRANDS INC",3809,"Svedka Colada Vodka",12.99,7.19,750,33,313.17,75.92,25.99,2325892,15573917.899999999,79528.99,-15573604.729999999,0.0000141881050366913,0.0000201086201950506
17035,"PERNOD RICARD USA",3811,"Absolut Spark Vodka",16.99,12.68,750,1398,24800.020000000117,13807.249999999856,1101.569999999994,1647558,24124091.56,123780.21999999997,-24099291.54,0.0008485285495260258,0.0010280188142346828
28750,"SMOKY QUARTZ DISTILLERY LLC",3815,"Solid Granite Vodka",27.99,21.53,750,417,11671.829999999933,9936.449999999939,329.09000000000117,3197,69803.71000000002,342.65,-58131.88000000009,0.13043478260869565,0.16720930735629852
11567,"CAMPARI AMERICA",3818,"Cabo Wabo Blanco Tequila",29.99,21.73,750,6641,212452.58999999525,151740.660000003,5233.259999999873,501284,4141720.7100000004,20964.809999999998,-3929268.1200000052,0.013247979189441515,0.051295730657800735
3960,"DIAGEO NORTH AMERICA INC",3820,"Smirnoff Citrus Vodka",22.99,13.33,1750,6719,138642.8100000046,95962.6100000059,12350.250000000504,5459788,50959796.849999994,257032.07000000007,-50821154.03999999,0.0012306338634393863,0.002720631136111066
3960,"DIAGEO NORTH AMERICA INC",3821,"Smirnoff Vanilla Vodka",10.99,8.2,750,13161,159783.390000004,100968.86000001099,10367.750000000338,5459788,50959796.849999994,257032.07000000007,-50800013.45999999,0.0024105331562324396,0.003135479336197629
11567,"CAMPARI AMERICA",3826,"Skyy Vodka",19.99,15.74,1750,64388,1327401.119999779,352821.77999991283,118298.36999998645,501284,4141720.7100000004,20964.809999999998,-2814319.5900002215,0.12844615028606537,0.32049508234459845
3960,"DIAGEO NORTH AMERICA INC",3827,"Popov Vodka",12.99,9.28,1750,15759,204709.4099999978,91852.29000000726,28956.339999999003,5459788,50959796.849999994,257032.07000000007,-50755087.44,0.0028863758079984056,0.004017076649707991
480,"BACARDI USA INC",3830,"Grey Goose L'Orange Vodka",23.99,18.45,750,6400,157610.0000000015,101188.04000000573,5042.7599999999,1427075,17624378.719999995,89286.26999999999,-17466768.719999995,0.004484697720862603,0.008942726577995457
11567,"CAMPARI AMERICA",3834,"Skyy Vodka",12.99,10.23,750,19245,253062.54999999265,143069.000000015,15156.720000001864,501284,4141720.7100000004,20964.809999999998,-3888658.1600000076,0.03839141085691943,0.06110082444453205
3960,"DIAGEO NORTH AMERICA INC",3835,"Smirnoff Raspberry Vodka",10.99,8.2,750,17843,213796.5699999935,121701.02000002009,14053.520000001781,5459788,50959796.849999994,257032.07000000007,-50746000.28,0.0032680756102617904,0.004195396826822192
3960,"DIAGEO NORTH AMERICA INC",3836,"Smirnoff Citrus Vodka",10.99,7.91,750,8030,96079.70000000585,69825.93999999814,6329.059999999784,5459788,50959796.849999994,257032.07000000007,-50863717.14999999,0.0014707530768593945,0.0018854019430810556
11567,"CAMPARI AMERICA",3837,"Skyy Vodka",0.99,0.72,50,162879,161250.21000000616,18428.850000000162,8543.59000000064,501284,4141720.7100000004,20964.809999999998,-3980470.4999999944,0.3249235962049457,0.03893314428727043
3960,"DIAGEO NORTH AMERICA INC",3840,"Smirnoff Raspberry Vodka",22.99,14.39,1750,21167,438524.329999948,224450.2499999707,38894.09999999464,5459788,50959796.849999994,257032.07000000007,-50521272.52000005,0.003876890458017784,0.008605299807036967
480,"BACARDI USA INC",3847,"Grey Goose Vodka",3.79,2.81,50,21606,86207.94000000265,31536.9600000053,1119.1499999999792,1427075,17624378.719999995,89286.26999999999,-17538170.779999994,0.015140059212024595,0.004891403059908978
480,"BACARDI USA INC",3851,"Grey Goose Vodka",15.99,12.02,375,20370,303207.29999998084,131327.43000001909,8002.790000000855,1427075,17624378.719999995,89286.26999999999,-17321171.420000013,0.014273951964683005,0.017203857498585398
480,"BACARDI USA INC",3857,"Grey Goose Vodka",49.99,38.27,1750,32945,1699669.5499998508,589137.7899999224,60533.429999990025,1427075,17624378.719999995,89286.26999999999,-15924709.170000143,0.023085682252159137,0.09643855122513229
480,"BACARDI USA INC",3858,"Grey Goose Vodka",23.99,17.77,750,141860,3383912.4000005093,446932.08999989054,111699.18999999705,1427075,17624378.719999995,89286.26999999999,-14240466.319999486,0.09940612791899514,0.1920017978370196
3960,"DIAGEO NORTH AMERICA INC",3859,"Smirnoff 80 Proof",8.99,6.81,375,25669,230764.30999999645,128341.24000003174,10082.110000000668,5459788,50959796.849999994,257032.07000000007,-50729032.54,0.004701464598991755,0.004528360085093166
3924,"HEAVEN HILL DISTILLERIES",3863,"Evan Williams Honey Reserve",24.99,15.5,1750,5537,117859.63000000478,83491.1100000023,10177.720000000394,352348,2816661.9399999995,14069.869999999995,-2698802.309999995,0.015714577633475994,0.041843725839532164
3664,"WILLIAM GRANT & SONS INC",3870,"Montelobos Mezcal",36.99,28.02,750,1251,46485.49000000008,38497.65000000032,986.6199999999927,302685,5960744.350000001,30234.42000000001,-5914258.86,0.004133009564398632,0.007798604883968908
3960,"DIAGEO NORTH AMERICA INC",3871,"Smirnoff Watermelon Vodka",10.99,8.2,750,13637,163212.62999999896,98559.0900000098,10741.640000000922,5459788,50959796.849999994,257032.07000000007,-50796584.22,0.0024977160285344414,0.003202772383108489
3960,"DIAGEO NORTH AMERICA INC",3876,"Smirnoff 80 Proof",19.99,13.95,1750,64266,1210481.3399998345,298050.9599999317,118078.449999987,5459788,50959796.849999994,257032.07000000007,-49749315.51000016,0.01177078670453871,0.023753653170221274
3960,"DIAGEO NORTH AMERICA INC",3877,"Smirnoff Green Apple Vodka",10.99,8.65,750,8373,100739.27000000588,70482.64999999874,6598.4899999997515,5459788,50959796.849999994,257032.07000000007,-50859057.57999999,0.0015335760289593662,0.0019768381396129114
3960,"DIAGEO NORTH AMERICA INC",3878,"Smirnoff 80 Proof",10.99,7.96,750,43690,499703.09999993123,175166.16999998965,34397.94000000452,5459788,50959796.849999994,257032.07000000007,-50460093.75000006,0.00800214220771942,0.009805829906873564
3960,"DIAGEO NORTH AMERICA INC",3879,"Smirnoff 80 Proof Traveler",12.99,7.91,750,36604,427609.9599999361,187268.2599999823,28815.44000000396,5459788,50959796.849999994,257032.07000000007,-50532186.89000006,0.0067042896171060126,0.00839112371775352
1128,"BROWN-FORMAN CORP",3881,"Finlandia Mango Fusion",16.99,13.17,750,9,152.91,118.92999999999998,7.1000000000000005,1006122,13529433.080000006,68601.68000000001,-13529280.170000006,0.000008945237257509527,0.000011302025672165114
3960,"DIAGEO NORTH AMERICA INC",3882,"Smirnoff Strawberry Vodka",10.99,8.79,750,11132,131052.68000001031,85394.69000000515,8770.129999999854,5459788,50959796.849999994,257032.07000000007,-50828744.16999999,0.0020389070051804207,0.0025716876459645917
12546,"JIM BEAM BRANDS COMPANY",3883,"Hornitos Lime Shot Tequila",20.99,15.43,750,3600,83757.00000000202,70991.47999999933,2839.7599999999366,2737165,24203151.05000001,123880.96999999999,-24119394.050000004,0.001315229443603144,0.0034605824599851843
7153,"PINE STATE TRADING CO",3884,"Bracero Blanco Tequila",34.99,25.92,750,327,11660.729999999952,10065.179999999953,258.06999999999925,424427,3129071.589999999,15884.819999999998,-3117410.859999999,0.0007704505132802578,0.0037265782084582974
8352,"LUXCO INC",3887,"Wolfschmidt Vodka 80 Proof",10.99,8.65,1750,6669,79360.310000002,49005.47999999906,12257.010000000448,283260,2051436.01,10261.599999999997,-1972075.699999998,0.023543740732895575,0.038685247608577375
8352,"LUXCO INC",3889,"Wolfschmidt Vodka Plastic",6.49,3.7,750,2197,11156.33000000016,6500.979999999958,1730.8599999999794,283260,2051436.01,10261.599999999997,-2040279.68,0.007756125114735579,0.005438302703870427
17035,"PERNOD RICARD USA",3890,"Absolut Peppar",16.99,12.59,750,4355,77049.4500000009,53978.51999999891,3432.339999999967,1647558,24124091.56,123780.21999999997,-24047042.11,0.0026433060323217757,0.0031938798527757248
9552,"M S WALKER INC",3892,"Zhenka Vodka 80 Proof",3.99,2.18,750,61,240.39,89.77,48.029999999999994,1372841,10935817.3,55551.819999999985,-10935576.91,0.00004443340488811159,0.00002198189613134813
9552,"M S WALKER INC",3893,"Zhenka 80 Proof",9.99,7.93,1750,81723,816412.7699998668,171058.7699999927,150149.62999999925,1372841,10935817.3,55551.819999999985,-10119404.530000133,0.059528379470018745,0.07465493868481753
9552,"M S WALKER INC",3894,"Zhenka Vodka 100 Proof",13.49,9.08,1750,15251,202316.9899999992,114814.32000001715,28024.529999998693,1372841,10935817.3,55551.819999999985,-10733500.310000002,0.011109079638501473,0.01850039959976281
9552,"M S WALKER INC",3896,"Zhenka Vodka",3.29,2.63,375,49146,161690.3399999875,61875.03000001416,19326.20000000095,1372841,10935817.3,55551.819999999985,-10774126.960000014,0.035798756010346426,0.014785391486010607
8004,"SAZERAC CO INC",3899,"Platinum 7X Distilled Vodka",2.99,2.2,375,40782,162720.18000000835,62275.91999999073,16036.490000000564,1417727,9916770.259999998,50293.62000000002,-9754050.079999989,0.02876576378950249,0.016408586236625024
7153,"PINE STATE TRADING CO",3900,"Bracero Reposado Tequila",38.99,29.76,750,560,14894.399999999949,7484.389999999957,441.1500000000003,424427,3129071.589999999,15884.819999999998,-3114177.189999999,0.0013194259554646618,0.004760006146104172
12546,"JIM BEAM BRANDS COMPANY",3903,"Skinnygirl Wh Cherry Vodka",19.99,11.59,750,589,8534.609999999962,3767.399999999975,464.030000000002,2737165,24203151.05000001,123880.96999999999,-24194616.44000001,0.00021518615063395886,0.00035262392001639633
12546,"JIM BEAM BRANDS COMPANY",3910,"Hornitos Plata Tequila",11.49,8.84,375,6229,73886.21000000049,58294.48999999762,2439.5300000000466,2737165,24203151.05000001,123880.96999999999,-24129264.840000007,0.002275712278945551,0.0030527516787943387
1392,"CONSTELLATION BRANDS INC",3913,"Svedka Vodka",17.99,14.28,1750,47805,875307.9499998783,271014.4299999417,87832.82999998739,2325892,15573917.899999999,79528.99,-14698609.95000012,0.02055340488724326,0.05620345218333778
12546,"JIM BEAM BRANDS COMPANY",3915,"Sauza Silver Tequila",14.99,9.48,750,7471,100698.29000000555,70327.95999999873,5887.999999999812,2737165,24203151.05000001,123880.96999999999,-24102452.76,0.002729466436988636,0.004160544624622566
11567,"CAMPARI AMERICA",3918,"Cabo Wabo Anejo Tequila",42.99,33.07,750,1514,66420.85999999952,58913.569999999316,1194.6899999999816,501284,4141720.7100000004,20964.809999999998,-4075299.850000001,0.0030202440133736564,0.016037020516528146
12546,"JIM BEAM BRANDS COMPANY",3919,"Hornitos Reposado Tequila",12.99,8.45,375,5572,66193.27999999859,53764.32999999843,2181.400000000111,2737165,24203151.05000001,123880.96999999999,-24136957.77000001,0.0020356829054879776,0.002734903395977383
11567,"CAMPARI AMERICA",3921,"Espolon Reposado Tequila",26.99,17.9,750,4363,109912.37000000455,83621.83000000233,3439.419999999956,501284,4141720.7100000004,20964.809999999998,-4031808.3399999957,0.008703649029292776,0.02653785170367138
3960,"DIAGEO NORTH AMERICA INC",3923,"Don Julio 1942 Anejo Tequila",133.99,106.34,750,1021,136151.79000000143,118659.10000000175,805.6299999999957,5459788,50959796.849999994,257032.07000000007,-50823645.059999995,0.0001870035979418981,0.0026717490731127482
11567,"CAMPARI AMERICA",3924,"Espolon Blanco Tequila",26.99,17.38,750,8105,204392.94999999693,132292.68000001105,6385.849999999774,501284,4141720.7100000004,20964.809999999998,-3937327.7600000035,0.016168479345041932,0.049349766512864865
3960,"DIAGEO NORTH AMERICA INC",3925,"Don Julio Reposado Tequila",49.99,37.87,750,1507,76695.93000000031,64030.41999999922,1188.6899999999846,5459788,50959796.849999994,257032.07000000007,-50883100.919999994,0.0002760180431914206,0.0015050281739888906
11567,"CAMPARI AMERICA",3928,"Barcraft Watermelon Fresca V",15.99,9.52,750,525,6294.749999999955,3920.7299999999673,413.7800000000017,501284,4141720.7100000004,20964.809999999998,-4135425.9600000004,0.0010473105066190025,0.0015198393230141185
6785,"PALM BAY INTERNATIONAL INC",3929,"Los Amantes Mezcal",49.99,31.15,750,886,36598.140000000254,31866.30000000052,699.0399999999972,375697,2693984.3300000005,13605.409999999998,-2657386.1900000004,0.0023582834039132597,0.013585134698983288
3924,"HEAVEN HILL DISTILLERIES",3930,"Deep Eddy Vodka",15.99,12.11,750,642,9351.579999999953,4748.759999999959,505.92000000000246,352348,2816661.9399999995,14069.869999999995,-2807310.3599999994,0.0018220622793374732,0.003320093145434398
8664,"STOLI GROUP,(USA) LLC",3938,Stolichnaya,16.99,12.49,750,12960,233926.39999999187,146065.51000000845,10209.520000000352,314035,3666478.7199999983,18544.489999999998,-3432552.3200000064,0.04126928527075008,0.06380137943361416
4425,"MARTIGNETTI COMPANIES",3939,"Boggy Meadow Switchel Vodka",29.99,22.55,750,911,27320.8900000003,20723.090000000127,718.4599999999986,2640411,27861690.019999996,144929.24,-27834369.129999995,0.00034502204391664783,0.0009805898342989427
8352,"LUXCO INC",3940,"Pearl Cucumber Vodka",10.99,6.15,750,1119,9384.809999999909,5387.729999999911,881.6100000000004,283260,2051436.01,10261.599999999997,-2042051.2000000002,0.003950434230036009,0.004574751517596646
12546,"JIM BEAM BRANDS COMPANY",3941,"Tres Generaciones Reposado",36.99,29.36,750,839,31916.610000000423,26922.930000000357,661.9899999999993,2737165,24203151.05000001,123880.96999999999,-24171234.44000001,0.00030652152866195495,0.0013186964760937775
11567,"CAMPARI AMERICA",3943,"Skyy Barcraft White Sangria",15.99,9.59,750,652,7817.4799999999395,4879.92999999995,514.0200000000033,501284,4141720.7100000004,20964.809999999998,-4133903.2300000004,0.0013006599053630278,0.0018874956925813422
12546,"JIM BEAM BRANDS COMPANY",3945,"Sauza Conmemorativo",17.99,13.84,750,4270,76817.30000000089,51829.18999999913,3365.6899999999596,2737165,24203151.05000001,123880.96999999999,-24126333.750000007,0.0015600082567181737,0.0031738553315354724
